ocid,id,title,description,status,procurementMethod,tenderPeroid/startDate,tenderPeroid/endDate,procuringEntity/name,procuringEntity/id
ocds-ngfbwp-194134,194134,Tender Ref 12/00171 Bulletin 102,,Executarea contractului,Licitaţie publică,,,IMSP Centrul Republican de Diagnosticare Medicală,1003600150196
ocds-ngfbwp-194135,194135,Tender Ref 12/00172 Bulletin 2,,Executarea contractului,Licitaţie publică,,,IMSP Institutul Oncologic,1003600151023
ocds-ngfbwp-194136,194136,Tender Ref 12/00173 Bulletin 7,,Procedura finalizată,Licitaţie publică,,,I.M.S.P. INSTITUTUL MAMEI ŞI COPILULUI,1003600151643
ocds-ngfbwp-214870,214870,Tender Ref 12/00175 Bulletin 3,,Procedura finalizată,Licitaţie publică,,,MINISTERUL AFACERILOR EXTERNE ŞI INTEGRĂRII EUROPENE,1006601000129
ocds-ngfbwp-214871,214871,Tender Ref 12/00176 Bulletin 2,,Procedura finalizată,Licitaţie publică,,,MINISTERUL AFACERILOR EXTERNE ŞI INTEGRĂRII EUROPENE,1006601000129
ocds-ngfbwp-214872,214872,Tender Ref 12/00177 Bulletin 2,,Executarea contractului,Licitaţie publică,,,IMSP INSTITUTUL DE MEDICINĂ URGENTĂ,1003600152606
ocds-ngfbwp-214873,214873,Tender Ref 12/00178 Bulletin 1,,Procedura finalizată,Cerere a ofertelor de preţuri,,,I.M.S.P. INSTITUTUL MAMEI ŞI COPILULUI,1003600151643
ocds-ngfbwp-214874,214874,Tender Ref 12/00179 Bulletin 2,,Procedura finalizată,Cerere a ofertelor de preţuri,,,Biroul National de Statistica,1006601000200
ocds-ngfbwp-214875,214875,Tender Ref 12/00180 Bulletin 2,,Procedura finalizată,Licitaţie publică,,,I.M.S.P. INSTITUTUL MAMEI ŞI COPILULUI,1003600151643
ocds-ngfbwp-214876,214876,Tender Ref 12/00181 Bulletin 2,,Executarea contractului,Cerere a ofertelor de preţuri,,,IMSP Centrul Republican de Diagnosticare Medicală,1003600150196
ocds-ngfbwp-230970,230970,Tender Ref 12/00182 Bulletin 4,,Procedura finalizată,Licitaţie publică,,,Agenția de Dezvoltare Regională Centru,1009601000289
ocds-ngfbwp-230971,230971,Tender Ref 13/00001 Bulletin 2,,Procedura finalizată,Cerere a ofertelor de preţuri,,,Ministerul Tineretului și Sportului,1009601000256
ocds-ngfbwp-230972,230972,Tender Ref 13/00002 Bulletin 3,,Executarea contractului,Licitaţie publică,,,IMSP Institutul Oncologic,1003600151023
ocds-ngfbwp-230973,230973,Tender Ref 13/00003 Bulletin 4,,Procedura finalizată,Cerere a ofertelor de preţuri,,,Ministerul Justitiei al Republicii Moldova,1006601000118
ocds-ngfbwp-230974,230974,Tender Ref 13/00004 Bulletin 4,,Procedura finalizată,Licitaţie publică,,,Ministerul Justitiei al Republicii Moldova,1006601000118
ocds-ngfbwp-230975,230975,Tender Ref 13/00005 Bulletin 2,,Procedura finalizată,Cerere a ofertelor de preţuri,,,Biroul National de Statistica,1006601000200
ocds-ngfbwp-230977,230977,Tender Ref 13/00006 Bulletin 2,,Procedura finalizată,Cerere a ofertelor de preţuri,,,Ministerul Justitiei al Republicii Moldova,1006601000118
ocds-ngfbwp-230978,230978,Tender Ref 13/00007 Bulletin 4,,Executarea contractului,Cerere a ofertelor de preţuri,,,Agenția de Dezvoltare Regională Sud,1009601000290
ocds-ngfbwp-230979,230979,Tender Ref 13/00008 Bulletin 3,,Executarea contractului,Cerere a ofertelor de preţuri,,,Casa Naţională de Asigurări Sociale,1004600030235
ocds-ngfbwp-236610,236610,Tender Ref 13/00009 Bulletin 3,,Procedura finalizată,Cerere a ofertelor de preţuri,,,Ministerul Afacerilor Interne,1006601000130
ocds-ngfbwp-236611,236611,Tender Ref 13/00010 Bulletin 2,,Anulată,Cerere a ofertelor de preţuri,,,Compania Națională de Asigurări în Medicină,1007601007778
ocds-ngfbwp-236612,236612,Tender Ref 13/00011 Bulletin 4,,Procedura finalizată,Cerere a ofertelor de preţuri,,,Biroul Relații Interetnice,1006601000211
ocds-ngfbwp-236613,236613,Tender Ref 13/00012 Bulletin 3,,Procedura finalizată,Cerere a ofertelor de preţuri,,,Centrul Național Anticorupție,1006601000222
ocds-ngfbwp-236614,236614,Tender Ref 13/00013 Bulletin 4,,Procedura finalizată,Licitaţie publică,,,Agentia Medicamentului şi Dispozitivelor Medicale,1006601004002
ocds-ngfbwp-236615,236615,Tender Ref 13/00014 Bulletin 4,,Executarea contractului,Licitaţie publică,,,IMSP Spitalul Clinic Republican,1003600150783
ocds-ngfbwp-236616,236616,Tender Ref 13/00015 Bulletin 4,,Procedura finalizată,Cerere a ofertelor de preţuri,,,IMSP Spitalul Clinic Republican,1003600150783
ocds-ngfbwp-241140,241140,Tender Ref 13/00016 Bulletin 6,,Procedura finalizată,Licitaţie publică,,,Administrația de Stat a Drumurilor,1003600023559
ocds-ngfbwp-241141,241141,Tender Ref 13/00017 Bulletin 4,,Procedura finalizată,Licitaţie publică,,,Agentia Medicamentului şi Dispozitivelor Medicale,1006601004002
ocds-ngfbwp-241142,241142,Tender Ref 13/00018 Bulletin 26,,Procedura finalizată,Licitaţie publică,,,Agentia Medicamentului şi Dispozitivelor Medicale,1006601004002
ocds-ngfbwp-241143,241143,Tender Ref 13/00019 Bulletin 4,,Procedura finalizată,Licitaţie publică,,,Agentia Medicamentului şi Dispozitivelor Medicale,1006601004002
ocds-ngfbwp-241144,241144,Tender Ref 13/00020 Bulletin 5,,Procedura finalizată,Cerere a ofertelor de preţuri,,,Centrul Național Anticorupție,1006601000222
ocds-ngfbwp-241145,241145,Tender Ref 13/00021 Bulletin 6,,Procedura finalizată,Licitaţie publică,,,Agentia Medicamentului şi Dispozitivelor Medicale,1006601004002
ocds-ngfbwp-241148,241148,Tender Ref 13/00022 Bulletin 9,,Procedura finalizată,Licitaţie publică,,,Ministerul Afacerilor Interne,1006601000130
ocds-ngfbwp-241149,241149,Tender Ref 13/00023 Bulletin 6,,Procedura finalizată,Cerere a ofertelor de preţuri,,,Ministerul Afacerilor Interne,1006601000130
ocds-ngfbwp-243130,243130,Tender Ref 13/00024 Bulletin 6,,Executarea contractului,Licitaţie publică,,,IMSP INSTITUTUL DE MEDICINĂ URGENTĂ,1003600152606
ocds-ngfbwp-243138,243138,Tender Ref 13/00025 Bulletin 6,,Procedura finalizată,Cerere a ofertelor de preţuri,,,"MINISTERUL MUNCII, PROTECŢIEI SOCIALE ŞI FAMILIEI",1007601000791
ocds-ngfbwp-243139,243139,Tender Ref 13/00026 Bulletin 7,,Procedura finalizată,Cerere a ofertelor de preţuri,,,Agenția de Dezvoltare Regională Centru,1009601000289
ocds-ngfbwp-245930,245930,Tender Ref 13/00027 Bulletin 5,,Procedura finalizată,Cerere a ofertelor de preţuri,,,I.M.S.P. INSTITUTUL MAMEI ŞI COPILULUI,1003600151643
ocds-ngfbwp-245931,245931,Tender Ref 13/00028 Bulletin 5,,Procedura finalizată,Licitaţie publică,,,Ministerul Economiei,1006601000026
ocds-ngfbwp-245932,245932,Tender Ref 13/00029 Bulletin 6,,Executarea contractului,Cerere a ofertelor de preţuri,,,Casa Naţională de Asigurări Sociale,1004600030235
ocds-ngfbwp-245938,245938,Tender Ref 13/00030 Bulletin 6,,Procedura finalizată,Cerere a ofertelor de preţuri,,,Ministerul Afacerilor Interne,1006601000130
ocds-ngfbwp-245939,245939,Tender Ref 13/00031 Bulletin 6,,Procedura finalizată,Cerere a ofertelor de preţuri,,,I.M.S.P. INSTITUTUL MAMEI ŞI COPILULUI,1003600151643
ocds-ngfbwp-249391,249391,Tender Ref 13/00033 Bulletin 7,,Procedura finalizată,Cerere a ofertelor de preţuri,,,MINISTERUL AFACERILOR EXTERNE ŞI INTEGRĂRII EUROPENE,1006601000129
ocds-ngfbwp-249392,249392,Tender Ref 13/00034 Bulletin 6,,Executarea contractului,Cerere a ofertelor de preţuri,,,IMSP INSTITUTUL DE MEDICINĂ URGENTĂ,1003600152606
ocds-ngfbwp-1899407,1899407,Tender Ref 14/00630 Bulletin 27,,Procedura finalizată,Cerere a ofertelor de preţuri,,,PROCURATURA GENERALĂ A REPUBLICII MOLDOVA,1006601003865
ocds-ngfbwp-1899587,1899587,Tender Ref 14/00631 Bulletin 27,,Procedura finalizată,Cerere a ofertelor de preţuri,,,Directia Educatie Tineret si Sport st.Ciocana,1007601009565
ocds-ngfbwp-1899715,1899715,Tender Ref 14/00632 Bulletin 27,,Executarea contractului,Licitaţie publică,,,IMSP INSTITUTUL DE MEDICINĂ URGENTĂ,1003600152606
ocds-ngfbwp-1900679,1900679,Tender Ref 14/00633 Bulletin 27,,Executarea contractului,Cerere a ofertelor de preţuri,,,IP USMF Nicolae Testemițanu,1007600000794
ocds-ngfbwp-1901826,1901826,Tender Ref 14/00634 Bulletin 28,,Executarea contractului,Licitaţie publică,,,DIRECŢIA GENERALĂ TRANSPORT PUBLIC ŞI CĂI DE COMUNICAŢIE,1007601009657
ocds-ngfbwp-1904202,1904202,Tender Ref 14/00635 Bulletin 27,,Procedura finalizată,Licitaţie publică,,,MINISTERUL AFACERILOR EXTERNE ŞI INTEGRĂRII EUROPENE,1006601000129
ocds-ngfbwp-1904268,1904268,Tender Ref 14/00636 Bulletin 27,,Executarea contractului,Licitaţie publică,,,Administrația de Stat a Drumurilor,1003600023559
ocds-ngfbwp-1904388,1904388,Tender Ref 14/00637 Bulletin 27,,Executarea contractului,Cerere a ofertelor de preţuri,,,MINISTERUL MEDIULUI AL REPUBLICII MOLDOVA,1006601000071
ocds-ngfbwp-1905660,1905660,Tender Ref 14/00638 Bulletin 27,,Executarea contractului,Cerere a ofertelor de preţuri,,,USM,1006600064263
ocds-ngfbwp-1907326,1907326,Tender Ref 14/00639 Bulletin 27,,Executarea contractului,Cerere a ofertelor de preţuri,,,IMSP SPITALUL CLINIC DE TRAUMATOLOGIE ŞI ORTOPEDIE,1003600150598
ocds-ngfbwp-1907618,1907618,Tender Ref 14/00640 Bulletin 36,,Procedura finalizată,Licitaţie publică,,,PROCURATURA GENERALĂ A REPUBLICII MOLDOVA,1006601003865
ocds-ngfbwp-1907735,1907735,Tender Ref 14/00641 Bulletin 27,,Procedura finalizată,Licitaţie publică,,,PROCURATURA GENERALĂ A REPUBLICII MOLDOVA,1006601003865
ocds-ngfbwp-1909413,1909413,Tender Ref 14/00642 Bulletin 28,,Procedura finalizată,Licitaţie publică,,,Ministerul Educației,1006601000082
ocds-ngfbwp-1911205,1911205,Tender Ref 14/00643 Bulletin 27,,Executarea contractului,Licitaţie publică,,,Ministerul Afacerilor Interne,1006601000130
ocds-ngfbwp-1911577,1911577,Tender Ref 14/00644 Bulletin 32,,Procedura finalizată,Licitaţie publică,,,Compania Națională de Asigurări în Medicină,1007601007778
ocds-ngfbwp-1911699,1911699,Tender Ref 14/00645 Bulletin 33,,Procedura finalizată,Licitaţie publică,,,Compania Națională de Asigurări în Medicină,1007601007778
ocds-ngfbwp-1912410,1912410,Tender Ref 14/00646 Bulletin 31,,Procedura finalizată,Licitaţie publică,,,Agenția Națională pentru Siguranța Alimentelor,1013601000082
ocds-ngfbwp-1915888,1915888,Tender Ref 14/00647 Bulletin 33,,Executarea contractului,Licitaţie publică,,,"MINISTERUL MUNCII, PROTECŢIEI SOCIALE ŞI FAMILIEI",1007601000791
ocds-ngfbwp-1917259,1917259,Tender Ref 14/00648 Bulletin 27,,Procedura finalizată,Cerere a ofertelor de preţuri,,,Centrul Național Anticorupție,1006601000222
ocds-ngfbwp-1919270,1919270,Tender Ref 14/00649 Bulletin 28,,Procedura finalizată,Licitaţie publică,,,"Direcția Educație, Tineret și Sport al sectorului Botanica",1007601010448
ocds-ngfbwp-1921154,1921154,Tender Ref 14/00650 Bulletin 27,,Procedura finalizată,Cerere a ofertelor de preţuri,,,Serviciul Medical al Ministerului Afacerilor Interne,1006601000783
ocds-ngfbwp-1922443,1922443,Tender Ref 14/00651 Bulletin 27,,Procedura finalizată,Cerere a ofertelor de preţuri,,,"Direcția Educație, Tineret și Sport al sectorului Botanica",1007601010448
ocds-ngfbwp-1922461,1922461,Tender Ref 14/00652 Bulletin 29,,Executarea contractului,Cerere a ofertelor de preţuri,,,Agenția de Dezvoltare Regională Sud,1009601000290
ocds-ngfbwp-1922516,1922516,Tender Ref 14/00653 Bulletin 27,,Executarea contractului,Cerere a ofertelor de preţuri,,,Agenția de Dezvoltare Regională Sud,1009601000290
ocds-ngfbwp-1922564,1922564,Tender Ref 14/00654 Bulletin 28,,Executarea contractului,Cerere a ofertelor de preţuri,,,Agenția de Dezvoltare Regională Sud,1009601000290
ocds-ngfbwp-1922781,1922781,Tender Ref 14/00655 Bulletin 51,,Executarea contractului,Licitaţie publică,,,Agenția de Dezvoltare Regională Sud,1009601000290
ocds-ngfbwp-1923012,1923012,Tender Ref 14/00656 Bulletin 40,,Executarea contractului,Licitaţie publică,,,Agenția de Dezvoltare Regională Sud,1009601000290
ocds-ngfbwp-1925178,1925178,Tender Ref 14/00657 Bulletin 28,,Procedura finalizată,Cerere a ofertelor de preţuri,,,DEPARTAMENTUL DOTĂRI AL MINISTERULUI APĂRĂRII,1006601001229
ocds-ngfbwp-1925344,1925344,Tender Ref 14/00658 Bulletin 27,,Procedura finalizată,Cerere a ofertelor de preţuri,,,"Direcția Educație, Tineret și Sport al sectorului Botanica",1007601010448
ocds-ngfbwp-1925936,1925936,Tender Ref 14/00659 Bulletin 27,,Procedura finalizată,Cerere a ofertelor de preţuri,,,"Direcția Educație, Tineret și Sport al sectorului Botanica",1007601010448
ocds-ngfbwp-1926460,1926460,Tender Ref 14/00660 Bulletin 27,,Procedura finalizată,Cerere a ofertelor de preţuri,,,"Direcția Educație, Tineret și Sport al sectorului Botanica",1007601010448
ocds-ngfbwp-1926468,1926468,Tender Ref 14/00661 Bulletin 27,,Procedura finalizată,Cerere a ofertelor de preţuri,,,IMSP Spitalul Clinic Republican,1003600150783
ocds-ngfbwp-1926640,1926640,Tender Ref 14/00662 Bulletin 27,,Procedura finalizată,Cerere a ofertelor de preţuri,,,"Direcția Educație, Tineret și Sport al sectorului Botanica",1007601010448
ocds-ngfbwp-1926997,1926997,Tender Ref 14/00663 Bulletin 27,,Procedura finalizată,Cerere a ofertelor de preţuri,,,"Direcția Educație, Tineret și Sport al sectorului Botanica",1007601010448
ocds-ngfbwp-1927011,1927011,Tender Ref 14/00664 Bulletin 28,,Procedura finalizată,Cerere a ofertelor de preţuri,,,Academia Stefan cel Mare a MAI,1006601000691
ocds-ngfbwp-1927036,1927036,Tender Ref 14/00665 Bulletin 27,,Executarea contractului,Licitaţie publică,,,Agentia Medicamentului şi Dispozitivelor Medicale,1006601004002
ocds-ngfbwp-1927048,1927048,Tender Ref 14/00666 Bulletin 30,,Executarea contractului,Licitaţie publică,,,DIRECŢIA GENERALĂ TRANSPORT PUBLIC ŞI CĂI DE COMUNICAŢIE,1007601009657
ocds-ngfbwp-1927268,1927268,Tender Ref 14/00667 Bulletin 28,,Procedura finalizată,Cerere a ofertelor de preţuri,,,Academia Stefan cel Mare a MAI,1006601000691
ocds-ngfbwp-1927536,1927536,Tender Ref 14/00668 Bulletin 28,,Procedura finalizată,Cerere a ofertelor de preţuri,,,"Direcția Educație, Tineret și Sport al sectorului Botanica",1007601010448
ocds-ngfbwp-1927620,1927620,Tender Ref 14/00669 Bulletin 28,,Procedura finalizată,Cerere a ofertelor de preţuri,,,Departamentul Trupelor de Carabinieri,1006601000473
ocds-ngfbwp-1927902,1927902,Tender Ref 14/00670 Bulletin 29,,Executarea contractului,Licitaţie publică,,,Agentia Medicamentului şi Dispozitivelor Medicale,1006601004002
ocds-ngfbwp-1928208,1928208,Tender Ref 14/00671 Bulletin 28,,Procedura finalizată,Cerere a ofertelor de preţuri,,,"Direcția Educație, Tineret și Sport al sectorului Botanica",1007601010448
ocds-ngfbwp-1929043,1929043,Tender Ref 14/00672 Bulletin 30,,Executarea contractului,Licitaţie publică,,,DIRECŢIA GENERALĂ TRANSPORT PUBLIC ŞI CĂI DE COMUNICAŢIE,1007601009657
ocds-ngfbwp-1929355,1929355,Tender Ref 14/00673 Bulletin 31,,Executarea contractului,Licitaţie publică,,,IP USMF Nicolae Testemițanu,1007600000794
ocds-ngfbwp-1932019,1932019,Tender Ref 14/00674 Bulletin 28,,Executarea contractului,Cerere a ofertelor de preţuri,,,IP USMF Nicolae Testemițanu,1007600000794
ocds-ngfbwp-1933163,1933163,Tender Ref 14/00675 Bulletin 29,,Executarea contractului,Licitaţie publică,,,UNIVERSITATEA AGRARĂ DE STAT DIN MOLDOVA,1007600002710
ocds-ngfbwp-1933450,1933450,Tender Ref 14/00676 Bulletin 28,,Executarea contractului,Cerere a ofertelor de preţuri,,,IP USMF Nicolae Testemițanu,1007600000794
ocds-ngfbwp-1935129,1935129,Tender Ref 14/00677 Bulletin 28,,Procedura finalizată,Cerere a ofertelor de preţuri,,,DETS  RÎŞCANI,1007601009716
ocds-ngfbwp-1936900,1936900,Tender Ref 14/00678 Bulletin 28,,Procedura finalizată,Licitaţie publică,,,Centrul Național Anticorupție,1006601000222
ocds-ngfbwp-1936967,1936967,Tender Ref 14/00679 Bulletin 29,,Executarea contractului,Cerere a ofertelor de preţuri,,,Ministerul Afacerilor Interne,1006601000130
ocds-ngfbwp-1938873,1938873,Tender Ref 14/00680 Bulletin 28,,Procedura finalizată,Cerere a ofertelor de preţuri,,,MINISTERUL AFACERILOR EXTERNE ŞI INTEGRĂRII EUROPENE,1006601000129
ocds-ngfbwp-1938990,1938990,Tender Ref 14/00681 Bulletin 27,,Executarea contractului,Cerere a ofertelor de preţuri,,,INSPECTORATUL GENERAL AL POLIŢIEI,1013601000495
ocds-ngfbwp-1939189,1939189,Tender Ref 14/00682 Bulletin 28,,Procedura finalizată,Cerere a ofertelor de preţuri,,,INSPECTORATUL GENERAL AL POLIŢIEI,1013601000495
ocds-ngfbwp-1940677,1940677,Tender Ref 14/00683 Bulletin 29,,Executarea contractului,Licitaţie publică,,,Administrația de Stat a Drumurilor,1003600023559
ocds-ngfbwp-1941319,1941319,Tender Ref 14/00684 Bulletin 28,,Procedura finalizată,Cerere a ofertelor de preţuri,,,Centrul Național Anticorupție,1006601000222
ocds-ngfbwp-1942235,1942235,Tender Ref 14/00685 Bulletin 28,,Procedura finalizată,Cerere a ofertelor de preţuri,,,Centrul Național Anticorupție,1006601000222
ocds-ngfbwp-1942409,1942409,Tender Ref 14/00686 Bulletin 29,,Procedura finalizată,Licitaţie publică,,,Departamentul Poliției de Frontieră al MAI,1006601000196
ocds-ngfbwp-1942570,1942570,Tender Ref 14/00687 Bulletin 28,,Procedura finalizată,Licitaţie publică,,,Departamentul Trupelor de Carabinieri,1006601000473
ocds-ngfbwp-1943689,1943689,Tender Ref 14/00688 Bulletin 29,,Procedura finalizată,Cerere a ofertelor de preţuri,,,ASEM,1007600005951
ocds-ngfbwp-1944320,1944320,Tender Ref 14/00689 Bulletin 28,,Procedura finalizată,Cerere a ofertelor de preţuri,,,Agenția de Intervenție și Plăți pentru Agricultură,1010601000092
ocds-ngfbwp-1944901,1944901,Tender Ref 14/00690 Bulletin 29,,Executarea contractului,Licitaţie publică,,,IP USMF Nicolae Testemițanu,1007600000794
ocds-ngfbwp-1945407,1945407,Tender Ref 14/00691 Bulletin 29,,Executarea contractului,Licitaţie publică,,,Agentia Medicamentului şi Dispozitivelor Medicale,1006601004002
ocds-ngfbwp-1945897,1945897,Tender Ref 14/00692 Bulletin 33,,Procedura finalizată,Licitaţie publică,,,ADR Nord,1009601000267
ocds-ngfbwp-1946234,1946234,Tender Ref 14/00693 Bulletin 29,,Executarea contractului,Licitaţie publică,,,IMSP Institutul Oncologic,1003600151023
ocds-ngfbwp-1946253,1946253,Tender Ref 14/00694 Bulletin 29,,Executarea contractului,Cerere a ofertelor de preţuri,,,Casa Naţională de Asigurări Sociale,1004600030235
ocds-ngfbwp-1947050,1947050,Tender Ref 14/00695 Bulletin 29,,Executarea contractului,Licitaţie publică,,,IMSP INSTITUTUL DE MEDICINĂ URGENTĂ,1003600152606
ocds-ngfbwp-1947074,1947074,Tender Ref 14/00696 Bulletin 31,,Executarea contractului,Licitaţie publică,,,IMSP INSTITUTUL DE MEDICINĂ URGENTĂ,1003600152606
ocds-ngfbwp-1947902,1947902,Tender Ref 14/00697 Bulletin 28,,Executarea contractului,Cerere a ofertelor de preţuri,,,I.M.S.P. INSTITUTUL MAMEI ŞI COPILULUI,1003600151643
ocds-ngfbwp-1948167,1948167,Tender Ref 14/00698 Bulletin 28,,Executarea contractului,Cerere a ofertelor de preţuri,,,DEPARTAMENTUL DOTĂRI AL MINISTERULUI APĂRĂRII,1006601001229
ocds-ngfbwp-1948208,1948208,Tender Ref 14/00699 Bulletin 29,,Procedura finalizată,Cerere a ofertelor de preţuri,,,Departamentul Trupelor de Carabinieri,1006601000473
ocds-ngfbwp-1948334,1948334,Tender Ref 14/00700 Bulletin 28,,Executarea contractului,Cerere a ofertelor de preţuri,,,Casa Naţională de Asigurări Sociale,1004600030235
ocds-ngfbwp-1949756,1949756,Tender Ref 14/00701 Bulletin 28,,Executarea contractului,Licitaţie publică,,,INSPECTORATUL GENERAL AL POLIŢIEI,1013601000495
ocds-ngfbwp-1952810,1952810,Tender Ref 14/00703 Bulletin 29,,Executarea contractului,Licitaţie publică,,,Agentia Medicamentului şi Dispozitivelor Medicale,1006601004002
ocds-ngfbwp-1952902,1952902,Tender Ref 14/00704 Bulletin 29,,Executarea contractului,Cerere a ofertelor de preţuri,,,I.M.S.P. INSTITUTUL MAMEI ŞI COPILULUI,1003600151643
ocds-ngfbwp-1953509,1953509,Tender Ref 14/00705 Bulletin 28,,Executarea contractului,Cerere a ofertelor de preţuri,,,DEPARTAMENTUL DOTĂRI AL MINISTERULUI APĂRĂRII,1006601001229
ocds-ngfbwp-1953806,1953806,Tender Ref 14/00706 Bulletin 29,,Executarea contractului,Cerere a ofertelor de preţuri,,,IMSP Spitalul Clinic Republican,1003600150783
